city,city_ascii,country,lat,lng
Salem,Salem,United States,39.5681,-75.4724
Sanom,Sanom,Thailand,15.1988,103.7567
Prroshyan,Prroshyan,Armenia,40.2472,44.4194
Birkenes,Birkenes,Norway,58.4494,8.2333
Neda,Neda,Spain,43.5,-8.1167
Seubersdorf,Seubersdorf,Germany,49.1667,11.6167
Buje,Buje,Croatia,45.4,13.65
Lake Wildwood,Lake Wildwood,United States,39.235,-121.2003
West Rockhill,West Rockhill,United States,40.3686,-75.3489
Washington,Washington,United States,40.8467,-75.1972
Samassi,Samassi,Italy,39.4815,8.9053
La Souterraine,La Souterraine,France,46.2381,1.4856
Tricarico,Tricarico,Italy,40.6167,16.15
Ruskington,Ruskington,United Kingdom,53.0444,-0.3875
Luhačovice,Luhacovice,Czechia,49.0998,17.7575
Sasykoli,Sasykoli,Russia,47.5515,46.9968
Gramastetten,Gramastetten,Austria,48.3811,14.19
Xibaipo,Xibaipo,China,38.35,113.883
Rădoaia,Radoaia,Moldova,47.7261,28.1614
Hendron,Hendron,United States,37.0346,-88.6437
Bangor,Bangor,United States,40.8678,-75.2085
Londonderry,Londonderry,United States,40.1814,-76.6964
Bethel,Bethel,United States,40.4485,-76.42
Woodstock,Woodstock,Canada,46.1522,-67.5983
Rio do Prado,Rio do Prado,Brazil,-16.6078,-40.57
Laillé,Laille,France,47.9778,-1.7183
Hollywood,Hollywood,United States,32.7523,-80.2106
Ses Salines,Ses Salines,Spain,39.3386,3.0536
Byron,Byron,United States,32.6474,-83.7541
Ballston Spa,Ballston Spa,United States,43.0068,-73.8525
Nong Na Kham,Nong Na Kham,Thailand,16.802,102.3404
Bisbee,Bisbee,United States,31.4126,-109.9179
Vaglia,Vaglia,Italy,43.9107,11.28
Springfield,Springfield,United States,32.3634,-81.3029
Chisago City,Chisago City,United States,45.3474,-92.9116
Carlisle,Carlisle,United States,42.53,-71.3513
Sariegos,Sariegos,Spain,42.65,-5.6333
Santiago Zacatepec,Santiago Zacatepec,Mexico,17.15,-95.9167
Union City,Union City,United States,40.1995,-84.8206
North Stonington,North Stonington,United States,41.4697,-71.8755
Laureana di Borrello,Laureana di Borrello,Italy,38.4919,16.0811
Myrtletown,Myrtletown,United States,40.7888,-124.1286
Almadén,Almaden,Spain,38.7764,-4.8369
Victor Meireles,Victor Meireles,Brazil,-26.8808,-49.8328
Chiny,Chiny,Belgium,49.7383,5.3433
Kut Bak,Kut Bak,Thailand,17.0857,103.8204
Gilmer,Gilmer,United States,32.7317,-94.946
Williamsville,Williamsville,United States,42.9623,-78.7418
Martic,Martic,United States,39.8721,-76.3144
Guaramiranga,Guaramiranga,Brazil,-4.2628,-38.9328
Bugyi,Bugyi,Hungary,47.2233,19.1499
Jequitibá,Jequitiba,Brazil,-19.2358,-44.0278
Jinzhong,Jinzhong,China,26.3504,103.4167
Vereya,Vereya,Russia,55.3333,36.1833
San José del Golfo,San Jose del Golfo,Guatemala,14.7629,-90.3726
Manoel Emídio,Manoel Emidio,Brazil,-8.0128,-43.8719
Layhill,Layhill,United States,39.087,-77.0401
Elmsford,Elmsford,United States,41.0541,-73.8143
Center,Center,United States,31.793,-94.1796
Farmers Loop,Farmers Loop,United States,64.9061,-147.6957
Warren,Warren,United States,42.2002,-72.2006
Amöneburg,Amoneburg,Germany,50.7978,8.9231
Kyren,Kyren,Russia,51.6783,102.1361
Halsbrücke,Halsbrucke,Germany,50.95,13.3497
Quesada,Quesada,Spain,37.85,-3.0667
Jicalapa,Jicalapa,El Salvador,13.55,-89.5
Driedorf,Driedorf,Germany,50.6333,8.1833
Ribadavia,Ribadavia,Spain,42.2833,-8.1333
Selty,Selty,Russia,57.3097,52.1358
São Francisco do Glória,Sao Francisco do Gloria,Brazil,-20.7889,-42.2678
Tunari,Tunari,Romania,44.5472,26.1413
Val-David,Val-David,Canada,46.03,-74.22
Akarma,Akarma,Morocco,31.8667,-7.65
Röbel,Robel,Germany,53.3761,12.6061
Montrose,Montrose,United States,45.0668,-93.9206
Pinardville,Pinardville,United States,43.001,-71.5171
Rodniki,Rodniki,Russia,55.6333,38.0333
Tiouli,Tiouli,Morocco,34.4542,-1.8986
Frensdorf,Frensdorf,Germany,49.8167,10.85
Jászkisér,Jaszkiser,Hungary,47.45,20.2167
Bulboaca,Bulboaca,Moldova,46.8847,29.3086
Baystonhill,Baystonhill,United Kingdom,52.6727,-2.7654
Vila Nova de Paiva,Vila Nova de Paiva,Portugal,40.85,-7.7333
Gresford,Gresford,United Kingdom,53.087,-2.966
Rabča,Rabca,Slovakia,49.4833,19.4833
Aberdeen,Aberdeen,United States,33.8287,-88.5539
Lagoa do Sítio,Lagoa do Sitio,Brazil,-6.5128,-41.5839
Sankt Peter in der Au Markt,Sankt Peter in der Au Markt,Austria,48.045,14.6247
Konstantinovka,Konstantinovka,Russia,49.6175,127.9889
Diboll,Diboll,United States,31.1881,-94.783
Hutchinson Island South,Hutchinson Island South,United States,27.3243,-80.2425
Salto do Itararé,Salto do Itarare,Brazil,-23.6008,-49.6258
Izmorene,Izmorene,Morocco,35.1833,-4
Wiggensbach,Wiggensbach,Germany,47.7458,10.2319
Williamston,Williamston,United States,35.8468,-77.0655
Ravena,Ravena,United States,42.4755,-73.8113
Skuteč,Skutec,Czechia,49.8435,15.9966
In Buri,In Buri,Thailand,15.0054,100.3264
San Cristóbal Amatlán,San Cristobal Amatlan,Mexico,16.3167,-96.4
Ettrick,Ettrick,United States,37.2435,-77.4287
Tannum Sands,Tannum Sands,Australia,-23.9474,151.3675
Thatcher,Thatcher,United States,32.832,-109.7595
South Bay,South Bay,United States,26.677,-80.7265
Hofheim in Unterfranken,Hofheim in Unterfranken,Germany,50.1333,10.5167
Grassano,Grassano,Italy,40.6333,16.2833
Ocean Bluff-Brant Rock,Ocean Bluff-Brant Rock,United States,42.1006,-70.6625
Böheimkirchen,Boheimkirchen,Austria,48.1978,15.7622
Baselga di Pinè,Baselga di Pine,Italy,46.1298,11.2446
Springfield,Springfield,United States,42.3246,-85.2371
Timber Pines,Timber Pines,United States,28.469,-82.5999
Llangefni,Llangefni,United Kingdom,53.256,-4.314
West Wendover,West Wendover,United States,40.7407,-114.0783
Larsmo,Larsmo,Finland,63.75,22.8
Obetz,Obetz,United States,39.8671,-82.9451
Mühlhausen,Muhlhausen,Germany,49.1733,11.4472
Cristiano Otoni,Cristiano Otoni,Brazil,-20.8319,-43.8058
Chipping Sodbury,Chipping Sodbury,United Kingdom,51.538,-2.394
Staroye Shaygovo,Staroye Shaygovo,Russia,54.3031,44.4739
Douar Oulad Amer Leqliaa,Douar Oulad Amer Leqliaa,Morocco,32.2536,-8.3972
Florensac,Florensac,France,43.3828,3.465
DeWitt,DeWitt,United States,41.8227,-90.5448
Ranstadt,Ranstadt,Germany,50.3575,8.9842
Übersee,Ubersee,Germany,47.8167,12.4667
Forchtenberg,Forchtenberg,Germany,49.2833,9.5667
Aghbar,Aghbar,Morocco,30.5167,-6.8167
Sawmills,Sawmills,United States,35.8162,-81.4779
Paulden,Paulden,United States,34.8899,-112.4938
Newfield,Newfield,United States,42.3377,-76.613
Shebalino,Shebalino,Russia,51.2917,85.6772
Maetinga,Maetinga,Brazil,-14.6628,-41.4919
Malishka,Malishka,Armenia,39.7369,45.3875
Los Menucos,Los Menucos,Argentina,-40.8424,-68.0896
Forcalquier,Forcalquier,France,43.9592,5.7797
Attica,Attica,United States,40.2874,-87.2452
Flin Flon,Flin Flon,Canada,54.7667,-101.8778
Külsheim,Kulsheim,Germany,49.6694,9.5206
Sainte-Marie-aux-Mines,Sainte-Marie-aux-Mines,France,48.2467,7.1839
Celle Ligure,Celle Ligure,Italy,44.3421,8.5456
Mount Olive,Mount Olive,United States,35.1997,-78.0662
Mae Chai,Mae Chai,Thailand,19.3453,99.8138
Nesvady,Nesvady,Slovakia,47.9275,18.1269
Boulder Creek,Boulder Creek,United States,37.1341,-122.1271
Weisenberg,Weisenberg,United States,40.6051,-75.7099
Salmourão,Salmourao,Brazil,-21.6239,-50.8608
Kings Langley,Kings Langley,United Kingdom,51.7156,-0.4569
Marquina-Jemein,Marquina-Jemein,Spain,43.2689,-2.4964
Erval Grande,Erval Grande,Brazil,-27.3908,-52.5708
Weitramsdorf,Weitramsdorf,Germany,50.25,10.8667
Tichigan,Tichigan,United States,42.8087,-88.215
Conklin,Conklin,United States,42.0399,-75.8342
Walton,Walton,United States,42.1741,-75.1273
Severnoye,Severnoye,Russia,56.35,78.3667
Hampden,Hampden,United States,42.0638,-72.4157
Parker,Parker,United States,33.057,-96.6248
Pound Ridge,Pound Ridge,United States,41.2115,-73.5747
Tiszalúc,Tiszaluc,Hungary,48.0367,21.0629
Abūzeydābād,Abuzeydabad,Iran,33.9042,51.7686
Agricolândia,Agricolandia,Brazil,-5.7989,-42.6689
Dunlap,Dunlap,United States,35.3675,-85.3899
Doffing,Doffing,United States,26.2788,-98.3856
Vedeno,Vedeno,Russia,42.9616,46.1038
Bad Wiessee,Bad Wiessee,Germany,47.7167,11.7167
Fahrenzhausen,Fahrenzhausen,Germany,48.35,11.55
Vomp,Vomp,Austria,47.3422,11.6833
Volovets,Volovets,Ukraine,48.7242,23.2
Collegeville,Collegeville,United States,40.1873,-75.4581
Zlatitsa,Zlatitsa,Bulgaria,42.7134,24.1391
Saint-Mars-du-Désert,Saint-Mars-du-Desert,France,47.3664,-1.4058
West Pleasant View,West Pleasant View,United States,39.732,-105.1785
Obersontheim,Obersontheim,Germany,49.0578,9.8967
Ninotsminda,Ninotsminda,Georgia,41.2658,43.5889
Bedford,Bedford,United States,40.0456,-78.4998
Villadose,Villadose,Italy,45.0667,11.9
Grandwood Park,Grandwood Park,United States,42.3929,-87.9871
La Cañiza,La Caniza,Spain,42.2128,-8.2744
Creve Coeur,Creve Coeur,United States,40.6425,-89.5983
Sterling,Sterling,United States,60.5405,-150.8089
Muzillac,Muzillac,France,47.5531,-2.4817
Broadalbin,Broadalbin,United States,43.0764,-74.1574
Pfeffenhausen,Pfeffenhausen,Germany,48.6667,11.9667
North Salem,North Salem,United States,41.333,-73.6042
Čierny Balog,Cierny Balog,Slovakia,48.75,19.6667
Rehfelde,Rehfelde,Germany,52.52,13.9292
Sângeorgiu de Pădure,Sangeorgiu de Padure,Romania,46.4303,24.8417
Monheim,Monheim,Germany,48.8422,10.8564
Zapfendorf,Zapfendorf,Germany,50.0175,10.9308
Hudson,Hudson,Canada,45.45,-74.15
Crawfordville,Crawfordville,United States,30.1995,-84.3634
Bigoudine,Bigoudine,Morocco,30.7185,-9.2101
Dvory nad Žitavou,Dvory nad Zitavou,Slovakia,47.9933,18.2642
Ibiquera,Ibiquera,Brazil,-12.6508,-40.9339
Maratea,Maratea,Italy,39.9928,15.7167
Victor Harbor,Victor Harbor,Australia,-35.55,138.6167
Berdyuzhye,Berdyuzhye,Russia,55.8042,68.3
Plouigneau,Plouigneau,France,48.5675,-3.7014
Tamboara,Tamboara,Brazil,-23.2,-52.4689
Lake City,Lake City,United States,44.4453,-92.2796
Erbendorf,Erbendorf,Germany,49.8333,12.05
La Garnache,La Garnache,France,46.8906,-1.8311
Pornainen,Pornainen,Finland,60.475,25.375
Gruissan,Gruissan,France,43.1069,3.0883
Gananoque,Gananoque,Canada,44.33,-76.17
Fezouane,Fezouane,Morocco,34.9164,-2.2042
Rackwitz,Rackwitz,Germany,51.4333,12.3833
Oulad Messaoud,Oulad Messaoud,Morocco,32.1883,-7.1808
River Ridge,River Ridge,United States,28.2669,-82.6257
Grigor’evka,Grigor'evka,Kyrgyzstan,42.72,77.47
Ochi,Ochi,Japan,33.5328,133.2519
Peize,Peize,Netherlands,53.1478,6.4961
Marcelino Ramos,Marcelino Ramos,Brazil,-27.4619,-51.9058
Felício dos Santos,Felicio dos Santos,Brazil,-18.0769,-43.2469
Erwin,Erwin,United States,35.3226,-78.6734
Crihana Veche,Crihana Veche,Moldova,45.8333,28.1833
Grosse Pointe,Grosse Pointe,United States,42.3915,-82.9118
Oerlenbach,Oerlenbach,Germany,50.1497,10.1331
Cazouls-lès-Béziers,Cazouls-les-Beziers,France,43.3922,3.1014
Zyryanskoye,Zyryanskoye,Russia,56.8306,86.6272
Schwaan,Schwaan,Germany,53.9333,12.1
Blauvelt,Blauvelt,United States,41.0689,-73.9545
Maine,Maine,United States,42.2,-76.0314
Greene,Greene,United States,42.3187,-75.7692
Alcalá del Valle,Alcala del Valle,Spain,36.9,-5.1667
Brochier,Brochier,Brazil,-29.5508,-51.5928
Hanamaulu,Hanamaulu,United States,21.9954,-159.3493
Bliss Corner,Bliss Corner,United States,41.6054,-70.9421
Grambling,Grambling,United States,32.5276,-92.7124
San Dionisio del Mar,San Dionisio del Mar,Mexico,16.3217,-94.7569
Milişăuţi,Milisauti,Romania,47.7864,26.0044
Vila Propício,Vila Propicio,Brazil,-15.4569,-48.8889
Bitche,Bitche,France,49.0517,7.4253
Krasnyy Kholm,Krasnyy Kholm,Russia,58.05,37.0167
Ottawa,Ottawa,United States,41.0203,-84.0354
Ebnat-Kappel,Ebnat-Kappel,Switzerland,47.2632,9.1234
Las Navas del Marqués,Las Navas del Marques,Spain,40.6039,-4.3278
Birdsboro,Birdsboro,United States,40.262,-75.8099
Upper Yoder,Upper Yoder,United States,40.2995,-78.9907
Bristol,Bristol,United States,42.5378,-88.0149
Gameleiras,Gameleiras,Brazil,-15.0819,-43.1239
Rafael Fernandes,Rafael Fernandes,Brazil,-6.195,-38.2258
St. Clairsville,St. Clairsville,United States,40.0792,-80.8997
Waterbury,Waterbury,United States,44.3851,-72.746
Ayden,Ayden,United States,35.4694,-77.4167
Russkiy Kameshkir,Russkiy Kameshkir,Russia,52.8657,46.0933
Turriff,Turriff,United Kingdom,57.539,-2.4611
Combarbalá,Combarbala,Chile,-31.1667,-71.05
Colebrookdale,Colebrookdale,United States,40.3468,-75.6464
Idrinskoye,Idrinskoye,Russia,54.3697,92.1342
Margaret,Margaret,United States,33.6735,-86.468
Condofuri,Condofuri,Italy,38,15.8667
Iznalloz,Iznalloz,Spain,37.3925,-3.5225
Äetsä,Aetsa,Finland,61.2847,22.6972
Assoro,Assoro,Italy,37.6333,14.4167
Lenzkirch,Lenzkirch,Germany,47.8681,8.205
Colville,Colville,United States,48.5454,-117.8986
Bierutów,Bierutow,Poland,51.1333,17.5333
Mukhorshibir,Mukhorshibir,Russia,51.0473,107.8236
Tourves,Tourves,France,43.4081,5.9239
Holland,Holland,United States,40.5966,-75.1221
Beas de Segura,Beas de Segura,Spain,38.25,-2.8833
Goianorte,Goianorte,Brazil,-8.7758,-48.9319
Ghent,Ghent,United States,42.312,-73.6509
Marion,Marion,United States,41.7091,-70.7635
Shibetsu,Shibetsu,Japan,43.6614,145.1314
Sumiswald,Sumiswald,Switzerland,47.0275,7.7453
Sievi,Sievi,Finland,63.9069,24.5167
Primera,Primera,United States,26.2237,-97.7528
Chester,Chester,United States,42.9672,-71.2509
Oshamambe,Oshamambe,Japan,42.5136,140.3804
Humboldt,Humboldt,United States,42.7232,-94.2245
Askola,Askola,Finland,60.5278,25.6
Sergeant Bluff,Sergeant Bluff,United States,42.3976,-96.3517
Homestead Meadows North,Homestead Meadows North,United States,31.8483,-106.1707
Lonsee,Lonsee,Germany,48.5433,9.9214
Caturaí,Caturai,Brazil,-16.4467,-49.4892
Freren,Freren,Germany,52.4667,7.5333
Japurá,Japura,Brazil,-1.8261,-66.5989
Spring Valley,Spring Valley,United States,41.3357,-89.2034
Oberthulba,Oberthulba,Germany,50.2,9.9667
Flagler Beach,Flagler Beach,United States,29.4716,-81.1303
Canutillo,Canutillo,United States,31.9185,-106.6006
Rainsville,Rainsville,United States,34.4939,-85.8435
Khatukay,Khatukay,Russia,45.1833,39.6667
Brokenhead,Brokenhead,Canada,50.1428,-96.5319
Saint-Paul,Saint-Paul,Canada,45.9833,-73.45
Reçani,Recani,Morocco,31.2842,-4.2642
Lone Grove,Lone Grove,United States,34.1809,-97.2559
La Puebla de Almoradiel,La Puebla de Almoradiel,Spain,39.6,-3.1
Peñafiel,Penafiel,Spain,41.6,-4.1167
Oliva de la Frontera,Oliva de la Frontera,Spain,38.2764,-6.92
Silver Hill,Silver Hill,United States,38.8392,-76.9367
Colona,Colona,United States,41.4678,-90.3445
Alfândega da Fé,Alfandega da Fe,Portugal,41.35,-6.9667
Catuti,Catuti,Brazil,-15.3578,-42.9628
Madre de Deus de Minas,Madre de Deus de Minas,Brazil,-21.4828,-44.33
Egyek,Egyek,Hungary,47.6317,20.8889
Krauchenwies,Krauchenwies,Germany,48.0169,9.2503
Negru Vodă,Negru Voda,Romania,43.8181,28.2125
Halaç,Halac,Turkmenistan,38.0686,64.8811
Joroinen,Joroinen,Finland,62.1792,27.8278
Bab Boudir,Bab Boudir,Morocco,34.0697,-4.1203
Valverde,Valverde,Spain,27.8097,-17.9151
Montecastrilli,Montecastrilli,Italy,42.65,12.4833
Battlement Mesa,Battlement Mesa,United States,39.4505,-108.0066
Post,Post,United States,33.1911,-101.3814
Dmitrovsk-Orlovskiy,Dmitrovsk-Orlovskiy,Russia,52.505,35.1464
Bowie,Bowie,United States,33.5566,-97.844
Northumberland,Northumberland,United States,43.1621,-73.6305
Spalt,Spalt,Germany,49.1739,10.9275
McGuire AFB,McGuire AFB,United States,40.0285,-74.5883
Guzolândia,Guzolandia,Brazil,-20.6497,-50.6619
Montbard,Montbard,France,47.6231,4.3369
Serra do Navio,Serra do Navio,Brazil,0.9014,-52.0022
Carmi,Carmi,United States,38.0863,-88.1718
Paris,Paris,United States,44.2445,-70.4883
Oberviechtach,Oberviechtach,Germany,49.4667,12.4167
Lesignano de’ Bagni,Lesignano de' Bagni,Italy,44.643,10.2994
Ilok,Ilok,Croatia,45.2225,19.3728
Kings Park,Kings Park,United States,38.8026,-77.2396
Quantico Base,Quantico Base,United States,38.5228,-77.3187
Mineo,Mineo,Italy,37.2664,14.6911
Thung Yai,Thung Yai,Thailand,8.3132,99.3631
Øyer,Oyer,Norway,61.2653,10.4133
Stara Moravica,Stara Moravica,Serbia,45.8689,19.4661
Gargaliánoi,Gargalianoi,Greece,37.0667,21.6333
Coco,Coco,Puerto Rico,18.001,-66.2603
Lake,Lake,United States,41.4549,-75.3754
Salbris,Salbris,France,47.4253,2.0519
Labranzagrande,Labranzagrande,Colombia,5.5633,-72.5775
Utica,Utica,United States,42.629,-83.0218
Schuylkill Haven,Schuylkill Haven,United States,40.6284,-76.1729
Lacanau,Lacanau,France,44.9792,-1.0794
Hollfeld,Hollfeld,Germany,49.9369,11.2908
Korpilahti,Korpilahti,Finland,62.0167,25.5611
Scott City,Scott City,United States,37.2243,-89.536
Portland,Portland,United States,42.8696,-84.899
Poplar Grove,Poplar Grove,United States,42.3516,-88.8353
Tineg,Tineg,Philippines,17.7828,120.9439
São José da Varginha,Sao Jose da Varginha,Brazil,-19.71,-44.5569
Naumburg,Naumburg,Germany,51.25,9.1667
Phanom,Phanom,Thailand,8.8584,98.8122
Bozhurishte,Bozhurishte,Bulgaria,42.75,23.2
Bevagna,Bevagna,Italy,42.9333,12.6167
Buellton,Buellton,United States,34.6152,-120.1943
Daleville,Daleville,United States,31.2915,-85.7117
Süsel,Susel,Germany,54.0778,10.7181
Castro de Rey,Castro de Rey,Spain,43.2079,-7.4001
Belleview,Belleview,United States,29.0609,-82.0565
Schuyler Falls,Schuyler Falls,United States,44.6578,-73.5842
Denair,Denair,United States,37.5262,-120.7994
Westlock,Westlock,Canada,54.1522,-113.8511
Bocaina de Minas,Bocaina de Minas,Brazil,-22.1678,-44.395
Cacique Doble,Cacique Doble,Brazil,-27.77,-51.66
Ostrov,Ostrov,Romania,44.102,27.4017
Highland Lakes,Highland Lakes,United States,41.1716,-74.4643
Johnstown,Johnstown,United States,40.15,-82.6881
Caiçara,Caicara,Brazil,-27.2739,-53.4319
Témiscouata-sur-le-Lac,Temiscouata-sur-le-Lac,Canada,47.68,-68.88
Pojo,Pojo,Finland,60.0972,23.5264
Dickinson,Dickinson,United States,42.1301,-75.9097
Klavdiyevo-Tarasove,Klavdiyevo-Tarasove,Ukraine,50.5825,30.0053
Turvolândia,Turvolandia,Brazil,-21.8758,-45.7869
Sousel,Sousel,Portugal,38.9532,-7.6757
South Haven,South Haven,United States,41.5438,-87.1367
Hugo,Hugo,United States,34.0121,-95.5115
Tice,Tice,United States,26.6758,-81.8171
Jalcomulco,Jalcomulco,Mexico,19.3333,-96.7667
Mexico,Mexico,United States,43.4549,-76.205
Town and Country,Town and Country,United States,47.7259,-117.422
Quinta do Sol,Quinta do Sol,Brazil,-23.8519,-52.13
Lakeview,Lakeview,United States,34.9777,-85.2539
Morganville,Morganville,United States,40.3756,-74.2444
New Burlington,New Burlington,United States,39.2624,-84.552
Mockrehna,Mockrehna,Germany,51.5,12.8
Bol’shoye Boldino,Bol'shoye Boldino,Russia,55.0039,45.3097
Shannon,Shannon,Canada,46.8833,-71.5167
Osoyoos,Osoyoos,Canada,49.0325,-119.4661
Crucilândia,Crucilandia,Brazil,-20.3839,-44.3369
Holbrook,Holbrook,United States,34.9044,-110.1672
Four Corners,Four Corners,United States,45.6704,-111.178
Rio Hondo,Rio Hondo,United States,26.2347,-97.5817
Sheldon,Sheldon,United States,43.1796,-95.8441
Lyubim,Lyubim,Russia,58.35,40.7
North Fond du Lac,North Fond du Lac,United States,43.8107,-88.4861
Shelby,Shelby,United States,43.1738,-78.3868
Crestwood,Crestwood,United States,38.3356,-85.4839
Middle Paxton,Middle Paxton,United States,40.3934,-76.8753
Whiston,Whiston,United Kingdom,53.4,-1.32
Moulay Driss Aghbal,Moulay Driss Aghbal,Morocco,33.7897,-6.4986
Isaccea,Isaccea,Romania,45.2697,28.4597
José Raydam,Jose Raydam,Brazil,-18.2189,-42.4989
Middleton-on-Sea,Middleton-on-Sea,United Kingdom,50.7949,-0.6197
Fox Chapel,Fox Chapel,United States,40.5247,-79.8898
Vinton,Vinton,United States,42.1631,-92.026
Palestina,Palestina,Brazil,-9.6719,-37.3292
De Motte,De Motte,United States,41.1988,-87.1973
Silver Springs,Silver Springs,United States,39.3826,-119.2149
Maplewood,Maplewood,United States,47.3716,-122.5689
Laraquete,Laraquete,Chile,-37.1677,-73.1859
Chaitén,Chaiten,Chile,-42.9193,-72.7088
Glencoe,Glencoe,United States,33.9449,-85.9319
Kolochava,Kolochava,Ukraine,48.4266,23.6984
Hearst,Hearst,Canada,49.6869,-83.6544
West Mead,West Mead,United States,41.6266,-80.1247
Canterbury,Canterbury,United States,41.6979,-71.9998
Adams,Adams,United States,43.8511,-76.0379
Shanor-Northvue,Shanor-Northvue,United States,40.9104,-79.9157
Dachi,Dachi,China,32.5293,107.5658
Domeikava,Domeikava,Lithuania,54.9667,23.9167
Tiszaalpár,Tiszaalpar,Hungary,46.8167,19.9833
Shipston on Stour,Shipston on Stour,United Kingdom,52.06,-1.623
Itajá,Itaja,Brazil,-19.0669,-51.5439
Bella,Bella,Italy,40.7667,15.5333
São Gonçalo do Piauí,Sao Goncalo do Piaui,Brazil,-5.9928,-42.7028
Massac,Massac,United States,37.0335,-88.6859
Lower Oxford,Lower Oxford,United States,39.806,-75.9895
Naganohara,Naganohara,Japan,36.5522,138.6375
Álvaro de Carvalho,Alvaro de Carvalho,Brazil,-22.0797,-49.7197
Munroe Falls,Munroe Falls,United States,41.1386,-81.4344
Saltillo,Saltillo,United States,34.3789,-88.6939
Monee,Monee,United States,41.4181,-87.7499
Imagane,Imagane,Japan,42.4294,140.0086
Vedra,Vedra,Spain,42.7833,-8.4667
Agnone,Agnone,Italy,41.8104,14.3785
São Pedro da União,Sao Pedro da Uniao,Brazil,-21.1269,-46.615
Iowa Falls,Iowa Falls,United States,42.519,-93.2662
Roseburg North,Roseburg North,United States,43.2653,-123.3025
Ipiguá,Ipigua,Brazil,-20.6569,-49.3869
Congonhas do Norte,Congonhas do Norte,Brazil,-18.8069,-43.6808
Buckley,Buckley,United States,47.1615,-122.02
Nottingham,Nottingham,United States,43.1242,-71.121
Scott,Scott,United States,41.0219,-76.4169
Gretna,Gretna,United States,41.1319,-96.2447
Candor,Candor,United States,42.2318,-76.3329
Stewartstown,Stewartstown,United States,39.7528,-76.5925
Hitra,Hitra,Norway,63.5472,8.8547
Z·hurivka,Z.hurivka,Ukraine,50.4976,31.7739
Bohdanivka,Bohdanivka,Ukraine,48.5015,36.11
Băile Herculane,Baile Herculane,Romania,44.8772,22.4175
Floraí,Florai,Brazil,-23.3169,-52.3039
West Hills,West Hills,United States,40.8198,-73.4339
Glen Head,Glen Head,United States,40.845,-73.618
Cerceda,Cerceda,Spain,43.1886,-8.4703
Descoberto,Descoberto,Brazil,-21.46,-42.9678
Azrar,Azrar,Morocco,30.1702,-7.9234
Clifton,Clifton,United States,33.0249,-109.2883
Pratânia,Pratania,Brazil,-22.8083,-48.6661
Candeleda,Candeleda,Spain,40.1558,-5.2408
Offutt AFB,Offutt AFB,United States,41.1207,-95.9209
Berkeley,Berkeley,United States,41.8891,-87.9114
Wayne,Wayne,United States,40.583,-76.2294
Wakefield,Wakefield,United States,43.5916,-71.0098
Carver,Carver,United States,44.76,-93.6305
Dundee,Dundee,United States,28.0115,-81.5995
North Scituate,North Scituate,United States,42.2121,-70.7652
Braúnas,Braunas,Brazil,-19.0558,-42.7158
Montevideo,Montevideo,United States,44.9505,-95.7153
Sulphur,Sulphur,United States,34.4977,-96.9899
Summit,Summit,United States,43.0504,-88.4815
Ibertioga,Ibertioga,Brazil,-21.43,-43.9628
Springfield,Springfield,United States,40.5249,-75.2998
Colesville,Colesville,United States,42.1742,-75.6627
Amelia,Amelia,United States,39.0229,-84.2184
Palmeira,Palmeira,Brazil,-8.7269,-44.2358
Juuka,Juuka,Finland,63.2417,29.25
Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo,Brazil,-15.4028,-42.3078
Barling,Barling,United States,35.3284,-94.2792
Krum,Krum,United States,33.2652,-97.2256
Tolfa,Tolfa,Italy,42.15,11.9333
Alfred,Alfred,United States,42.2385,-77.7891
Bom Sucesso,Bom Sucesso,Brazil,-6.445,-37.9289
San Jerónimo Coatlán,San Jeronimo Coatlan,Mexico,16.2333,-96.8667
Uvat,Uvat,Russia,59.1423,68.8888
Rockingham,Rockingham,United States,43.1815,-72.5014
Jericho,Jericho,United States,44.4764,-72.9629
Terryville,Terryville,United States,41.6784,-73.0064
La Crescent,La Crescent,United States,43.8299,-91.3043
Piedade dos Gerais,Piedade dos Gerais,Brazil,-20.4708,-44.2269
Cuparaque,Cuparaque,Brazil,-18.9689,-41.0989
Admont,Admont,Austria,47.5731,14.4611
Sand,Sand,Norway,60.4422,11.5681
Worland,Worland,United States,44.0026,-107.9543
Olyphant,Olyphant,United States,41.4507,-75.5753
Stafford Springs,Stafford Springs,United States,41.9595,-72.3105
Whiskey Creek,Whiskey Creek,United States,26.5733,-81.8903
Doney Park,Doney Park,United States,35.2687,-111.5053
Glennville,Glennville,United States,31.9382,-81.9305
Sea Cliff,Sea Cliff,United States,40.8441,-73.6442
Lackawaxen,Lackawaxen,United States,41.4866,-75.0592
José Boiteux,Jose Boiteux,Brazil,-26.9578,-49.6278
Abbeville,Abbeville,United States,34.1787,-82.3774
Muleshoe,Muleshoe,United States,34.2292,-102.7284
Charlestown,Charlestown,United States,43.2469,-72.3939
Chukhloma,Chukhloma,Russia,58.75,42.7
Deerfield,Deerfield,United States,42.522,-72.6097
Granville,Granville,United States,40.5735,-77.6129
West Salem,West Salem,United States,43.8989,-91.0883
Mossâmedes,Mossamedes,Brazil,-16.1269,-50.215
Guerneville,Guerneville,United States,38.5137,-122.9894
Dinapigue,Dinapigue,Philippines,16.6667,122.35
Bom Jesus do Tocantins,Bom Jesus do Tocantins,Brazil,-8.965,-48.1658
